feature,importance
energy_freq_bands_beta_F3,0.015340757089568599
pow_freq_bands_beta_T7,0.005860328396987098
energy_freq_bands_beta_C3,0.00545648468902433
spect_entropy_P8,0.0042427564404868764
line_length_P4,0.00296928122140499
time_corr_F7_Fp2,0.002821009186885308
pow_freq_bands_beta_FC1,0.002516324739348242
time_corr_F7_F8,0.0024256371919368666
spect_corr_CP1_Fp2,0.0022749471363579703
ptp_amp_P4,0.0021872829447714755
energy_freq_bands_beta_Fz,0.0021452370563228647
pow_freq_bands_beta_Cz,0.0019652362195489007
std_F7,0.001895774052595154
pow_freq_bands_beta_CP5,0.0018851456777930415
energy_freq_bands_beta_P7,0.0018847750318455802
max_cross_corr_C3_Fp2,0.0018026653842510025
time_corr_P8_F4,0.0017904857888492408
spect_corr_P4_P8,0.0017507888411141678
spect_corr_P8_F8,0.0017266106722323656
higuchi_fd_CP1,0.0017036180149972678
spect_corr_CP2_Fp2,0.0016515319610435444
time_corr_P4_P8,0.0015728586885292884
spect_corr_F7_P8,0.0015567805398053827
spect_entropy_CP6,0.0015260587120641872
pow_freq_bands_theta_FC5,0.00149581166809505
skewness_P4,0.0014918196480961442
energy_freq_bands_gamma_CP6,0.001473813143019559
energy_freq_bands_beta_T7,0.0013774783231946615
time_corr_CP1_O2,0.001366433130620896
pow_freq_bands_theta_F8,0.001308201028355413
time_corr_CP5_CP6,0.0012974759710681415
energy_freq_bands_beta_FC5,0.0012932068825038418
pow_freq_bands_beta_F7,0.001267241174399635
pow_freq_bands_beta_Oz,0.001227437574458301
time_corr_CP5_C4,0.0012273132990078606
time_corr_FC5_F8,0.0012150634993574074
higuchi_fd_P4,0.0012117200780401652
spect_corr_CP2_F8,0.0012072208471144534
energy_freq_bands_gamma_C4,0.0011996364292888955
time_corr_F7_P8,0.001181657979983733
time_corr_O2_P4,0.0011671891249913741
spect_corr_FC2_Fp2,0.0011584550663017335
spect_corr_Fz_CP6,0.0011559138117183659
samp_entropy_CP1,0.0011534512262076546
spect_corr_CP5_Fp2,0.0011394348364188898
time_corr_P8_F8,0.0011360077032562257
energy_freq_bands_beta_Cz,0.0011311372893124379
energy_freq_bands_delta_P4,0.0011161330555683508
energy_freq_bands_theta_FC5,0.0011058335660339578
pow_freq_bands_beta_P3,0.00109499278242004
time_corr_FC1_CP2,0.0010697875190042974
energy_freq_bands_gamma_O1,0.0010622565320674592
spect_corr_FC1_Fp2,0.0010530765818082541
higuchi_fd_Pz,0.001047163732995663
spect_corr_C3_F8,0.001042482521334375
samp_entropy_F3,0.0010292398099612061
spect_corr_O2_P8,0.0010254517224759676
variance_P4,0.0010028750751763641
spect_corr_O2_F8,0.0009880741858612698
spect_corr_F7_CP2,0.000983943715191728
time_corr_F7_C3,0.0009752278939338414
energy_freq_bands_delta_C3,0.0009749412837366055
time_corr_CP1_T8,0.0009746280311822571
app_entropy_CP1,0.0009725620714572994
energy_freq_bands_delta_Fp2,0.0009723447735778234
variance_F7,0.0009671471248728035
skewness_P8,0.0009593501242019176
max_cross_corr_Fz_F4,0.0009541658535524338
time_corr_FC6_Fp2,0.0009338069705961916
time_corr_Fz_FC6,0.0009311335926779541
time_corr_F7_P4,0.0009190220472515751
energy_freq_bands_theta_F8,0.0009132990263928154
spect_corr_F7_CP1,0.0009090335192278418
mean_FC6,0.000896614234653561
time_corr_F3_F8,0.0008958341564219748
energy_freq_bands_beta_CP1,0.0008900411138827375
pow_freq_bands_delta_CP5,0.0008820762193777865
phase_lock_val_Cz_Pz,0.0008778317714594637
spect_corr_FC1_CP2,0.0008679914034843977
spect_corr_F3_F7,0.0008614566310587815
spect_corr_FC1_T7,0.000858152007969405
spect_corr_Cz_T7,0.0008573235801308623
spect_corr_C3_CP2,0.0008560895062962138
app_entropy_P8,0.0008558225456607436
mean_CP2,0.0008557413728705372
time_corr_F7_Cz,0.0008546355024059695
max_cross_corr_CP5_O1,0.0008521592804957245
spect_corr_Oz_P8,0.0008494960511579879
variance_F8,0.0008462074558761163
time_corr_O2_F4,0.0008363788935244515
spect_corr_Fz_C4,0.0008341027925038804
pow_freq_bands_delta_T8,0.000832985563830959
time_corr_Fp1_CP2,0.0008323908650683983
quantile_FC6,0.0008291833346829634
energy_freq_bands_delta_CP6,0.0008242556311185088
energy_freq_bands_theta_T7,0.000823432405272016
quantile_CP2,0.0008232980570015125
spect_corr_FC5_T7,0.0008210992633578474
spect_corr_CP1_F8,0.0008206257586163182
pow_freq_bands_delta_FC6,0.0008194475654300728
spect_corr_P3_P8,0.0008186802032470355
quantile_FC5,0.0008167864927353709
phase_lock_val_FC6_F4,0.0008141513004435001
spect_corr_O1_Fp2,0.0008131463541237323
line_length_Cz,0.0008118088846646381
energy_freq_bands_delta_C4,0.0008081795119716839
pow_freq_bands_theta_FC6,0.000803577936246634
ptp_amp_F8,0.0008029960596548878
max_cross_corr_Cz_C3,0.0007999322297067094
spect_corr_FC5_P8,0.0007956067190344839
samp_entropy_F7,0.0007943939907926928
energy_freq_bands_delta_F8,0.0007938590974484635
max_cross_corr_FC6_F4,0.0007921766952742644
spect_corr_FC1_C4,0.0007918665846799011
energy_freq_bands_delta_P7,0.000791323168957636
max_cross_corr_Cz_Fp2,0.0007896553364739579
spect_corr_Oz_F8,0.0007879382688639338
hurst_exp_Fz,0.0007866959562365741
rms_F7,0.0007848755922635306
time_corr_FC1_FC2,0.0007840346062079778
energy_freq_bands_delta_Cz,0.0007838713009967304
spect_corr_T8_F8,0.0007823783521948511
higuchi_fd_P8,0.0007816161424180986
app_entropy_F3,0.0007806437323102475
quantile_Cz,0.000777968877287671
energy_freq_bands_alpha_Fp1,0.0007762981200541856
spect_entropy_P4,0.0007726100796155051
time_corr_Fz_P4,0.000770684954874976
time_corr_Fp1_C3,0.0007701581005953619
line_length_F3,0.0007697884978976888
pow_freq_bands_beta_CP2,0.0007692348390838666
pow_freq_bands_delta_Fp2,0.0007667437195071393
time_corr_Fp1_FC6,0.0007662174871214816
time_corr_T7_CP2,0.0007656400305021561
time_corr_O1_P8,0.0007652949107666538
max_cross_corr_Fp1_F7,0.0007643687138093456
hurst_exp_CP1,0.0007633836932910568
spect_corr_FC2_F8,0.0007596323630104993
max_cross_corr_F7_Fp2,0.0007596204423235958
spect_corr_P4_C4,0.0007572991731894306
time_corr_FC1_C4,0.0007570727849217845
spect_corr_Fz_Fp2,0.0007554361194365537
kurtosis_O1,0.0007551217196373863
time_corr_Fp1_P8,0.0007540950794715789
std_Fz,0.0007505712828107334
spect_corr_C3_O1,0.0007495408408407436
time_corr_P7_T8,0.00074615251945893
max_cross_corr_FC5_P4,0.0007427046841272794
energy_freq_bands_alpha_F3,0.0007390478991546774
phase_lock_val_FC1_CP5,0.0007357019416683385
kurtosis_P8,0.0007321374475432236
variance_Fz,0.0007311215371853149
ptp_amp_F7,0.0007289273624074509
energy_freq_bands_beta_FC1,0.0007278182794653178
spect_corr_CP6_F4,0.0007276196259594916
skewness_FC2,0.000726771179528332
spect_entropy_FC1,0.000725924500647838
spect_corr_P4_CP2,0.0007257977467580012
max_cross_corr_C4_Fp2,0.0007249416185435802
spect_corr_Cz_FC2,0.0007244420222207249
max_cross_corr_Fp1_C3,0.000721054542484267
mean_FC5,0.0007205665669272444
spect_corr_T7_Fp2,0.0007203136817027797
max_cross_corr_FC1_P4,0.0007202556312905882
hjorth_mobility_CP1,0.0007182240207932773
mean_Fp1,0.0007178598808337822
line_length_F8,0.000717197573443352
time_corr_CP1_FC2,0.0007150137484770995
higuchi_fd_C3,0.0007148422107928446
spect_corr_F7_Cz,0.0007143776943396089
max_cross_corr_Oz_P8,0.0007136129971705952
pow_freq_bands_beta_CP1,0.0007114235281140078
pow_freq_bands_beta_O1,0.0007099615050646982
pow_freq_bands_delta_FC2,0.0007096574716227687
spect_corr_Fp1_O2,0.0007070445183320497
time_corr_P7_CP2,0.000706362167336243
energy_freq_bands_alpha_F7,0.0007061255250886866
spect_corr_P7_P8,0.0007060606662936737
energy_freq_bands_beta_Fp2,0.0007053221837721342
energy_freq_bands_alpha_Fp2,0.0007031906121921595
spect_corr_FC6_F8,0.0007015169744733804
pow_freq_bands_delta_C3,0.0007014333281582907
pow_freq_bands_alpha_FC6,0.000700966611100159
energy_freq_bands_delta_P8,0.0006985675832192536
max_cross_corr_C3_F8,0.0006984286574703979
spect_corr_Fp1_O1,0.0006975543144382955
spect_corr_CP1_P4,0.0006936822658246676
time_corr_Oz_F8,0.0006928440635092804
rms_F8,0.0006920519956750278
spect_corr_CP5_F8,0.0006917506675095186
phase_lock_val_P7_F8,0.0006904734825253374
spect_corr_FC1_T8,0.0006901572968241224
spect_corr_F7_O1,0.0006888186276304308
energy_freq_bands_gamma_CP2,0.0006873790578603572
spect_corr_Fz_O2,0.0006868268242306715
skewness_P7,0.0006856188458408456
pow_freq_bands_gamma_F3,0.0006840288527519768
time_corr_C3_P3,0.0006831723970728863
hurst_exp_P4,0.0006820028027979282
app_entropy_T8,0.0006817013893268631
line_length_P3,0.0006816819069147158
mean_Cz,0.0006795079455165549
phase_lock_val_Fp1_P8,0.0006793500511104818
energy_freq_bands_theta_FC1,0.0006792705180127499
skewness_T8,0.0006791256524749253
spect_corr_FC5_F8,0.0006768892092200923
time_corr_FC6_F4,0.000676371078450902
max_cross_corr_Fz_CP6,0.0006753181808083552
max_cross_corr_CP2_F4,0.0006750365593542109
phase_lock_val_T7_F4,0.0006743055576007022
rms_P7,0.0006694420101232838
spect_corr_Fp1_F7,0.0006690424037642403
spect_corr_F7_C4,0.0006675795295720033
phase_lock_val_C3_F8,0.0006673896993950663
time_corr_C3_CP2,0.0006645734913623378
time_corr_Oz_F4,0.000664167930771095
pow_freq_bands_beta_FC5,0.0006637384915806371
max_cross_corr_FC6_FC2,0.0006632425133435924
line_length_F7,0.0006598322906573864
spect_corr_F7_T7,0.0006574012239825729
time_corr_P8_C4,0.0006555292592919014
pow_freq_bands_alpha_Fp1,0.0006536069169513011
time_corr_F7_CP5,0.0006529710981347943
time_corr_P3_F8,0.0006520986856560963
spect_corr_Pz_Fp2,0.0006498514886037924
time_corr_Fp1_CP1,0.0006491767257144183
zero_crossings_Fz,0.000648877213341256
skewness_F3,0.0006487686865715072
hurst_exp_F7,0.0006487487109956449
energy_freq_bands_alpha_Pz,0.0006485326079390236
time_corr_FC1_FC6,0.000645880099461593
mean_P3,0.0006438893995170755
line_length_C4,0.0006428525108708259
time_corr_F7_FC1,0.0006423045077664252
spect_corr_FC6_Fp2,0.0006421185514075844
line_length_FC5,0.0006419816233646608
spect_corr_C3_Oz,0.000641911021260778
energy_freq_bands_delta_T8,0.000640325992332338
time_corr_FC1_P8,0.0006399026292952963
time_corr_T7_O1,0.0006394714204168104
spect_corr_F7_FC1,0.0006368259704070096
spect_corr_Fp1_Cz,0.0006366213035235347
time_corr_FC5_CP2,0.0006366202341530393
time_corr_T7_Oz,0.0006364109375718561
spect_corr_Cz_Fp2,0.000635679046102763
pow_freq_bands_gamma_Fp1,0.0006343751780048752
svd_fisher_info_Oz,0.000634253105941117
spect_corr_Oz_CP6,0.0006330665759271484
time_corr_T8_Fp2,0.0006293786009157958
max_cross_corr_F3_CP2,0.000629373038575439
spect_corr_Cz_P7,0.0006280307231028469
energy_freq_bands_delta_O1,0.0006280028311223476
phase_lock_val_F7_F4,0.000626642568845018
spect_corr_CP1_O2,0.0006262210124001286
spect_corr_C3_T7,0.0006254220175232891
energy_freq_bands_gamma_T8,0.0006253752158737145
spect_corr_P3_P4,0.0006248863866390936
spect_corr_Fz_FC2,0.0006243968380283258
max_cross_corr_CP6_F8,0.0006242862080573867
time_corr_O2_Fp2,0.0006234108711970141
higuchi_fd_CP6,0.0006230694359569799
energy_freq_bands_gamma_T7,0.0006227026178070101
hjorth_mobility_F7,0.0006223947045445125
time_corr_C3_CP5,0.0006220964610833984
spect_corr_T7_FC2,0.0006215109712697824
spect_corr_FC1_Cz,0.0006213965690728697
max_cross_corr_O1_F4,0.0006208509804170666
hjorth_mobility_Oz,0.0006199244621868575
app_entropy_FC1,0.00061985041990189
spect_corr_Fz_CP1,0.0006193368206798892
spect_corr_Pz_P4,0.0006189333281016563
spect_corr_F7_Oz,0.0006187459459727734
spect_corr_F3_T7,0.0006186883415309956
phase_lock_val_Cz_O2,0.0006173190962754603
max_cross_corr_P4_P8,0.0006153028557267231
line_length_P8,0.0006148958264952588
energy_freq_bands_delta_CP2,0.0006146489678777042
max_cross_corr_CP2_FC6,0.0006130255003298897
svd_fisher_info_Pz,0.0006127889614669585
phase_lock_val_Fz_T8,0.0006122843424574834
time_corr_CP6_F8,0.0006122544355786304
max_cross_corr_F7_T7,0.0006110800921849501
spect_corr_Cz_F8,0.0006106717225883399
time_corr_F7_F4,0.0006103697166984562
phase_lock_val_F7_C4,0.0006095957239356888
time_corr_Fz_C4,0.0006089574603373952
spect_corr_Fp1_Oz,0.0006073242077604041
ptp_amp_F3,0.0006065750019829289
hjorth_mobility_Pz,0.0006056538741858068
time_corr_F3_C3,0.000604851116168138
ptp_amp_F4,0.0006046369703980791
time_corr_FC5_O2,0.0006028103126700325
spect_corr_T7_CP1,0.0006019423781582859
max_cross_corr_CP6_F4,0.000601590799008337
spect_corr_FC5_O1,0.0006010030806587993
rms_Fz,0.0006006522853708612
pow_freq_bands_gamma_CP1,0.0006003860955282974
time_corr_F7_T8,0.0005991688530628828
phase_lock_val_T7_CP5,0.0005990040609528575
spect_entropy_F7,0.0005983341437231275
time_corr_Cz_Oz,0.0005979415479057645
time_corr_P4_FC6,0.0005964237345600621
line_length_Oz,0.0005960540438029919
std_P8,0.0005960389547337652
spect_corr_P8_CP6,0.0005954974732861985
time_corr_T7_C4,0.0005953919312316444
phase_lock_val_CP6_CP2,0.0005953579162811888
higuchi_fd_T8,0.0005930019987878728
energy_freq_bands_delta_CP5,0.0005920360238424006
max_cross_corr_C3_CP1,0.0005918600380731493
energy_freq_bands_delta_P3,0.0005916422282504782
spect_corr_Pz_FC6,0.0005910399608884909
phase_lock_val_F7_C3,0.0005910248603750989
spect_corr_F3_Fp2,0.0005907485324205819
pow_freq_bands_beta_CP6,0.0005907373092966601
katz_fd_FC1,0.0005904705703103299
max_cross_corr_FC1_P3,0.0005897061101543175
phase_lock_val_CP1_O2,0.0005892487853008465
max_cross_corr_O2_P8,0.0005889545024798626
line_length_FC2,0.0005877185370371544
spect_corr_C3_F4,0.0005877175832458115
spect_corr_O2_T8,0.0005872355828507619
phase_lock_val_Cz_T7,0.0005863224936857457
svd_entropy_F4,0.0005841516635602493
energy_freq_bands_beta_CP5,0.0005834983423503709
max_cross_corr_FC5_CP5,0.0005826935726114606
max_cross_corr_CP5_FC6,0.0005820219931019626
samp_entropy_CP5,0.0005809783728714137
hjorth_complexity_T8,0.0005795469418325182
time_corr_CP1_Pz,0.0005788681164386891
energy_freq_bands_theta_CP5,0.0005783463708483801
samp_entropy_T7,0.0005776635351062019
time_corr_CP1_P8,0.0005775033083298492
max_cross_corr_Fp1_CP5,0.0005771649736409656
max_cross_corr_CP2_FC2,0.0005758777505621838
time_corr_Pz_O2,0.0005758379339981294
quantile_FC2,0.0005752653043819574
mean_F7,0.0005751444623998351
energy_freq_bands_alpha_FC6,0.0005748343195873963
svd_entropy_T7,0.000574739548545266
hjorth_complexity_Oz,0.0005746467640571742
phase_lock_val_F3_FC1,0.0005746440240868917
spect_corr_C3_CP5,0.0005738270932248935
max_cross_corr_F7_Pz,0.0005728534213027
pow_freq_bands_alpha_P7,0.0005725221491727065
spect_corr_Cz_P4,0.0005724049179025492
pow_freq_bands_gamma_CP5,0.0005721534457108052
pow_freq_bands_alpha_O2,0.0005715865006081267
max_cross_corr_CP2_F8,0.0005711265652513137
time_corr_T7_CP1,0.0005708918323650939
time_corr_Fp1_P4,0.0005705231840383274
phase_lock_val_Pz_FC2,0.0005704481453679786
variance_P8,0.0005703131785486715
spect_entropy_F3,0.0005700204545042786
spect_corr_FC5_O2,0.0005700172614581206
time_corr_F8_Fp2,0.0005693290761076419
kurtosis_FC2,0.000568852784691131
energy_freq_bands_alpha_T7,0.0005687530653894373
samp_entropy_FC1,0.0005680924893003705
energy_freq_bands_alpha_P7,0.0005678539113761793
pow_freq_bands_gamma_FC2,0.0005670294530088349
phase_lock_val_Pz_Oz,0.000566709098582159
time_corr_Fz_CP5,0.0005662893788216559
max_cross_corr_P8_FC6,0.0005662782722190312
mean_F8,0.0005653820051986669
hjorth_mobility_FC1,0.0005653324755192437
kurtosis_T8,0.0005645529917463377
energy_freq_bands_gamma_F4,0.0005645173947962767
time_corr_P7_FC6,0.0005643987295302363
phase_lock_val_P3_P8,0.0005641589982095713
time_corr_Pz_CP2,0.0005637076879673963
energy_freq_bands_gamma_CP1,0.000563475728993035
spect_corr_P3_Oz,0.0005634207201550542
samp_entropy_P8,0.0005625741122435083
spect_corr_FC5_Oz,0.0005624834179180334
svd_entropy_F3,0.0005623349117537875
time_corr_F3_Fp2,0.0005616712291217011
phase_lock_val_Fp1_P3,0.0005614262934300097
time_corr_Oz_T8,0.0005613168577640419
pow_freq_bands_beta_P8,0.0005609262611320117
spect_corr_P4_FC2,0.0005608306811989066
phase_lock_val_C3_Pz,0.0005607062177857689
phase_lock_val_P7_O1,0.00056014911509002
pow_freq_bands_alpha_P3,0.0005601415607405704
spect_corr_O1_P8,0.0005600131361125035
max_cross_corr_CP1_F4,0.0005588606081119092
