feature,importance
app_entropy_Pz,0.026924958339404004
mean_F4,0.022543319017986316
skewness_C4,0.016918814737205336
time_corr_Cz_CP6,0.01683510960270845
hjorth_complexity_FC2,0.015782316245183607
energy_freq_bands_beta_P8,0.015423954818197772
max_cross_corr_FC5_Fp2,0.01457719140351485
phase_lock_val_Cz_T7,0.014537972907624444
max_cross_corr_Pz_Fp2,0.01405155756877198
app_entropy_F8,0.014047508028554714
time_corr_Fp1_Fz,0.013611473593837076
energy_freq_bands_gamma_CP6,0.01321315416734557
phase_lock_val_F7_F8,0.012653809225339478
phase_lock_val_CP5_Pz,0.011943076647862882
pow_freq_bands_delta_C3,0.011936976240824244
phase_lock_val_Fp1_O1,0.011907166625912987
time_corr_Cz_C3,0.01186028006570307
phase_lock_val_P3_T8,0.011684053255580442
spect_corr_CP5_CP2,0.011643520232535742
variance_Oz,0.011474138862809832
max_cross_corr_Fz_F8,0.01122247442811966
spect_corr_O2_FC2,0.011142212352850797
pow_freq_bands_gamma_P3,0.011138339940758189
max_cross_corr_Pz_FC6,0.010900567058380026
max_cross_corr_Fp1_Oz,0.010787140386629377
phase_lock_val_C3_P8,0.01064943481088292
katz_fd_O2,0.010253742945726152
phase_lock_val_P7_CP2,0.010038108148144733
max_cross_corr_Oz_T8,0.009964640471321493
time_corr_F7_T8,0.009875397277656694
spect_entropy_FC6,0.009818008602913198
time_corr_T8_F8,0.00975813475613287
phase_lock_val_Pz_P4,0.009688271506870757
pow_freq_bands_alpha_C3,0.009621711713523438
max_cross_corr_C3_O1,0.009602330225346487
max_cross_corr_Oz_CP6,0.009549508326760318
std_FC6,0.009537360090255482
spect_corr_Pz_CP2,0.009453694012145089
samp_entropy_F4,0.009397524405264089
spect_corr_T7_T8,0.009323639593848201
time_corr_CP1_Pz,0.009149009943465345
pow_freq_bands_gamma_CP1,0.009008999157738536
phase_lock_val_F7_P4,0.008877843351967464
samp_entropy_Cz,0.008851445195533358
time_corr_F3_C4,0.008736456883277783
std_Fz,0.008500209583695892
phase_lock_val_F8_Fp2,0.008227501127895602
pow_freq_bands_alpha_CP6,0.008195228555818612
spect_corr_P4_P8,0.008000928301205006
max_cross_corr_P8_FC2,0.007824032238075497
spect_corr_F3_T8,0.007739032930445011
phase_lock_val_F3_O1,0.0077125593202242255
spect_corr_CP6_Fp2,0.007605949246858264
phase_lock_val_T7_P8,0.007604418019654161
energy_freq_bands_theta_T7,0.007579925577869565
ptp_amp_C3,0.007559658669780813
time_corr_FC5_FC6,0.007513022083435714
spect_entropy_F8,0.007318601067099659
time_corr_CP1_T8,0.0072899726399712
phase_lock_val_P3_C4,0.007185290805785898
spect_corr_P4_CP6,0.0069771908188830155
time_corr_T7_C4,0.0069284220024384046
pow_freq_bands_delta_C4,0.006928422002438401
skewness_O2,0.006881390327028642
max_cross_corr_C3_P8,0.006877570880173851
phase_lock_val_FC5_FC6,0.006791821788026168
line_length_O1,0.0067497028802438385
phase_lock_val_FC5_Cz,0.006564100537363748
spect_corr_F7_F8,0.006560831955049236
phase_lock_val_C3_FC6,0.0065427536932889845
rms_CP2,0.006512579393862297
time_corr_FC1_C4,0.006462729890590077
spect_corr_Fz_Fp2,0.006217118871417289
time_corr_FC5_C3,0.00618333771660676
phase_lock_val_Fz_CP6,0.006155957025190725
hjorth_mobility_CP6,0.006097607621284616
spect_corr_F4_Fp2,0.005947900673903188
pow_freq_bands_delta_F7,0.005885982522462698
time_corr_FC1_Fp2,0.0058208795256568325
max_cross_corr_F7_F4,0.005759560954680086
zero_crossings_C4,0.005713542449927501
spect_corr_P3_F4,0.005646829425662534
phase_lock_val_FC1_P8,0.005599271600928954
max_cross_corr_CP1_Fp2,0.005538882664179264
phase_lock_val_CP5_C4,0.005445572635997504
spect_corr_P8_CP2,0.005349247648332452
spect_corr_CP1_P3,0.005292967327085463
time_corr_F7_P7,0.0051917953476121135
time_corr_FC2_F4,0.00518002761585745
max_cross_corr_T8_FC2,0.005153573392695661
time_corr_C3_P3,0.005111407744144567
max_cross_corr_P8_T8,0.0050796525053378875
max_cross_corr_P3_FC6,0.005036001131664214
