feature,importance
pow_freq_bands_gamma_Fz,0.008226951723755751
spect_entropy_T8,0.008158331335627841
pow_freq_bands_beta_FC2,0.006255054253314953
spect_corr_T7_T8,0.005921710462779361
hjorth_mobility_F7,0.004797099807849536
phase_lock_val_P4_F4,0.004772232595437828
spect_entropy_Oz,0.004751122638817223
spect_entropy_F7,0.004415139864147626
pow_freq_bands_beta_Oz,0.004414197835036747
spect_entropy_O2,0.004083208874520016
pow_freq_bands_delta_P8,0.0040402112537460955
pow_freq_bands_beta_F8,0.003983794710188054
app_entropy_F7,0.0038819756557416786
spect_entropy_C4,0.00381310202954445
spect_corr_Fp1_FC1,0.0037724708011483738
pow_freq_bands_beta_FC5,0.003754803784967586
phase_lock_val_CP1_CP2,0.003584566169298645
spect_corr_CP6_C4,0.0035035570298632686
pow_freq_bands_gamma_Fp1,0.00316103692925701
spect_entropy_CP6,0.003143106225020257
phase_lock_val_Pz_P4,0.003097101233966642
spect_entropy_FC5,0.0029133113067925103
time_corr_F7_C4,0.002847510382858951
time_corr_T8_Fp2,0.0028029486281457984
spect_entropy_CP5,0.0027818169930153283
phase_lock_val_P7_F4,0.0027699007135563625
pow_freq_bands_gamma_FC1,0.002767981154775244
pow_freq_bands_theta_FC1,0.0027622021459705244
pow_freq_bands_theta_CP6,0.002707762243372425
spect_corr_F7_T8,0.0026828850507658797
pow_freq_bands_beta_F4,0.002676595912496798
pow_freq_bands_delta_P4,0.0026100935617705194
spect_corr_P7_P8,0.0025490279307166675
katz_fd_F7,0.002529728689859216
max_cross_corr_Fp1_T8,0.0024911130942696074
pow_freq_bands_alpha_T7,0.002486596783774995
time_corr_Pz_CP2,0.0024859582580622334
mean_T7,0.00248200243156206
hurst_exp_CP2,0.0024685531389081923
quantile_CP5,0.002455799431679713
pow_freq_bands_delta_Oz,0.002447554413222247
phase_lock_val_P7_CP2,0.0024394104232871457
max_cross_corr_P7_F4,0.0024298776466497815
phase_lock_val_FC1_T8,0.002388059313735295
